Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,BCC_COLL,Functions,Intended Function,Error,Error-Type-New,Error-Type-Old,BCC_Frequency,CSL_Score,CSL_COLL,Accessibility,Semantics
W_A_F_JZHX_KR_2,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],打招呼,Attracted,DA,,,,,113.0,0.0,Repelled,3.0,Communication
S_A_M_JTL_KR_2,JTL_KR,S,L3,KR,KR,[GLCLC text removed],教育,Attracted,SI,,,,,45.0,0.0,Repelled,3.0,Social
W_A_M_ZLB_RU_1,ZLB_RU,W,L3,RU,RU,[GLCLC text removed],做,Attracted,SI,,,,,7.0,3.71,Repelled,1.0,Functional
W_A_M_ZYK_VE_7,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
W_A_F_RBZ_VN_3,RBZ_VN,W,L3,VN,VN,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_OY_TJ,OY_TJ,S,L3,TJ,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_OY_TJ,OY_TJ,S,L3,TJ,Other,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,77.85,Attracted,1.0,Functional
S_A_M_CGL_MG,CGL_MG,S,L3,MG,Other,[GLCLC text removed],有,Attracted,DISP,,,,,531.0,77.85,Attracted,1.0,Functional
W_A_F_AYD_KG_5,AYD_KG,W,L3,KG,TK,[GLCLC text removed],欢迎,Attracted,DISP,,,,,19.0,0.0,Repelled,2.0,Manner
W_A_F_FSHY_VN_5,FSHY_VN,W,L3,VN,VN,[GLCLC text removed],欢迎,Attracted,DISP,,,,,21.0,0.0,Repelled,2.0,Manner
W_A_M_WPY_VN_4,WPY_VN,W,L3,VN,VN,[GLCLC text removed],欢迎,Attracted,DISP,,,,,21.0,0.0,Repelled,2.0,Manner
W_A_M_XT_UZ_3,XT_UZ,W,L3,UZ,TK,[GLCLC text removed],欢迎,Attracted,DISP,,,,,21.0,0.0,Repelled,2.0,Manner
S_A_F_AYD_KG,AYD_KG,S,L3,KG,TK,[GLCLC text removed],有,Attracted,MS,,,,,11370.0,61.17,Attracted,1.0,Functional
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],温柔,Attracted,DISP,,,,,90.0,0.0,Repelled,4.0,Manner
W_A_F_ZYJA_TH_3,ZYJA_TH,W,L3,TH,TH,[GLCLC text removed],温柔,Attracted,DISP,,,,,90.0,0.0,Repelled,4.0,Manner
W_A_M_QTGTL_JP,QTGTL_JP,W,L3,JP,JP,[GLCLC text removed],满意,Attracted,MS,,,,,1602.0,25.95,Attracted,2.0,Psych
W_A_F_DLY_RU_1,DLY_RU,W,L3,RU,RU,[GLCLC text removed],漠不关心,Attracted,DISP,,,,,51.0,0.0,,6.0,Manner
W_A_F_ZSYA_TH_2,ZSYA_TH,W,L3,TH,TH,[GLCLC text removed],热心,Attracted,DISP,,,,,28.0,1.85,Attracted,4.0,Manner
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
S_A_F_DFH_TH_1,DFH_TH,S,L3,TH,TH,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
S_A_F_ZXL_TH_1,ZXL_TH,S,L3,TH,TH,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
W_A_F_QJZE_KR_1,QJZE_KR,W,L3,KR,KR,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
W_A_F_YTQZ_JP_2,YTQZ_JP,W,L3,JP,JP,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
W_A_M_JLB_KZ_3,JLB_KZ,W,L3,KZ,TK,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
W_A_F_ZXLI_TH_2,ZXLI_TH,W,L3,TH,TH,[GLCLC text removed],热情,Attracted,DISP,,,,,75.0,5.56,Attracted,2.0,Manner
W_A_M_ZYK_VE_5,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],生气,Attracted,MS,,,,,89.0,0.0,Repelled,2.0,Psych
S_A_M_JTL_KR_2,JTL_KR,S,L3,KR,KR,[GLCLC text removed],用,Attracted,SI,,,,,7.0,1.85,Repelled,2.0,Functional
S_A_F_ZSY_TH_1,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],积极,Repelled,DISP,,,,,8.0,0.0,Repelled,3.0,Manner
W_A_M_RYQ_VN_3,RYQ_VN,W,L3,VN,VN,[GLCLC text removed],给予,Attracted,ABT,,,,,8.0,1.85,Attracted,5.0,Functional
W_A_M_ADHK_KZ_2,ADHK_KZ,W,L3,KZ,TK,[GLCLC text removed],给予,Attracted,DA,,,,,8.0,1.85,Attracted,5.0,Functional
W_A_M_JBY_KR_2,JBY_KR,W,L3,KR,KR,[GLCLC text removed],给予,Attracted,ABT,,,,,8.0,1.85,Attracted,5.0,Functional
W_A_F_CAMLG_TH_4,CAMLG_TH,W,L3,TH,TH,[GLCLC text removed],表白,Attracted,DA,,,,,126.0,0.0,Repelled,3.0,Communication
W_A_M_QS_US_1,QS_US,W,L3,US,EN,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_RYQ_VN_2,RYQ_VN,W,L3,VN,VN,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_CQH_VN_5,CQH_VN,W,L3,VN,VN,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_LHYA_TH_5,LHYA_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,DA,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_MEQ_TH_5,MEQ_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_WLY_RU_5,WLY_RU,W,L3,RU,RU,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_WLY_RU_5,WLY_RU,W,L3,RU,RU,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_WSNA_KR_1,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_WSNA_KR_1,WSNA_KR,W,L3,KR,KR,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_ZAZ_TH_5,ZAZ_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_ZZ_KZ_4,ZZ_KZ,W,L3,KZ,TK,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_FZLD_UZ_5,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_YYM_VN_2,YYM_VN,W,L3,VN,VN,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_LMR_TH_3,LMR_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,DA,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_LMR_TH_3,LMR_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_LSYI_TH_2,LSYI_TH,W,L3,TH,TH,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_YLN_RU_2,YLN_RU,W,L3,RU,RU,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_AJX_KR_4,AJX_KR,W,L3,KR,KR,[GLCLC text removed],表示,Attracted,DA,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_JXY_KR_2,JXY_KR,W,L3,KR,KR,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_F_WLNA_RU,WLNA_RU,W,L3,RU,RU,[GLCLC text removed],表示,Attracted,ABT,,,,,5528.0,7.41,Attracted,3.0,Communication
W_A_M_FLUS_RU_4,FLUS_RU,W,L3,RU,RU,[GLCLC text removed],尊重,Attracted,DISP,,,,,458.0,1.85,,3.0,Manner
W_A_F_SNY_KZ_2,SNY_KZ,W,L3,KZ,TK,[GLCLC text removed],要求,Attracted,ABT,,,,,708.0,0.0,Attracted,2.0,Psych
W_A_F_ZSYI_TH_3,ZSYI_TH,W,L3,TH,TH,[GLCLC text removed],讲,Attracted,DA,,,,,3272.0,11.12,Attracted,2.0,Communication
S_A_F_ZFH_TH,ZFH_TH,S,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_F_XYY_TH_1,XYY_TH,S,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_F_ZYJ_TH_1,ZYJ_TH,S,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_M_HH_SD_4,HH_SD,S,L3,SD,AR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_M_HH_SD_4,HH_SD,S,L3,SD,AR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_M_HH_SD_4,HH_SD,S,L3,SD,AR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_QS_US_1,QS_US,W,L3,US,EN,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_LZHY_KR_1,LZHY_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_LZHY_KR_1,LZHY_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JDHN_KR,JDHN_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JNX_KR_1,JNX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_LWC_TH_1,LWC_TH,W,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_HYW_TH_1,HYW_TH,W,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_MCWX_JP_4,MCWX_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_ZXW_KR_1,ZXW_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_ZXW_KR_1,ZXW_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_ZXW_KR_1,ZXW_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JYS_KR_1,JYS_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_SJNS_JP_2,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_SJNS_JP_2,SJNS_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JML_KR_2,JML_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JZHX_KR_2,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_TYSR_JP_2,TYSR_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_TYSR_JP_2,TYSR_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_TYSR_JP_2,TYSR_JP,W,L3,JP,JP,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_KME_UZ_1,KME_UZ,W,L3,UZ,TK,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JMT_KR_2,JMT_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,EVAL,,,,,1.0,385.55,Attracted,1.0,Communication
W_A_F_AM_GN_2,AM_GN,W,L3,GN,EN,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_AM_GN_2,AM_GN,W,L3,GN,EN,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_LY_SK_2,LY_SK,W,L3,SK,Other,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_QYX_KR_2,QYX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_CLB_TH_1,CLB_TH,W,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_XMX_KR_2,XMX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_SMR_TH_4,SMR_TH,W,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_ZYK_VE_8,ZYK_VE,W,L3,VE,ES,[GLCLC text removed],说,Attracted,EVAL,,,,,1.0,385.55,Attracted,1.0,Communication
W_A_F_ALU_KG_2,ALU_KG,W,L3,KG,TK,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_M_AJX_KR_5,AJX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_ZML_TH_3,ZML_TH,W,L3,TH,TH,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
S_A_M_DBL_BF_5,DBL_BF,S,L3,BF,FR,[GLCLC text removed],说,Attracted,DA,,,,,63257.0,385.55,Attracted,1.0,Communication
W_A_F_JZHX_KR_2,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],说,Attracted,DA,,,,,1.0,385.55,Attracted,1.0,Communication
W_A_M_WCG_TH_1,WCG_TH,W,L3,TH,TH,[GLCLC text removed],负,Attracted,ABT,,,,,718.0,7.41,Attracted,3.0,Functional
W_A_F_CLB_TH_3,CLB_TH,W,L3,TH,TH,[GLCLC text removed],过分,Repelled,DISP,,,,,19.0,0.0,Repelled,5.0,Manner
W_A_M_LDYU_KR_4,LDYU_KR,W,L3,KR,KR,[GLCLC text removed],过奖,Attracted,ABT,,,,,0.0,0.0,Repelled,5.0,Communication
W_A_F_JYS_KR_1,JYS_KR,W,L3,KR,KR,[GLCLC text removed],这样,Repelled,DISP,,,,,41.0,1.85,Repelled,1.0,Manner
W_A_F_WLN_KZ_6,WLN_KZ,W,L3,KZ,TK,[GLCLC text removed],进行,Attracted,SI,,,,,33794.0,37.07,Attracted,5.0,Functional
W_A_F_DFH_TH_3,DFH_TH,W,L3,TH,TH,[GLCLC text removed],进行,Attracted,SI,,,,,33794.0,37.07,Attracted,5.0,Functional
S_A_M_NE_KZ,NE_KZ,S,L3,KZ,TK,[GLCLC text removed],适应,Repelled,MS,,,,,101.0,1.85,Attracted,3.0,Psych
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],造成,Attracted,EVAL,,,,,3422.0,7.41,Attracted,4.0,Functional
W_A_M_LWC_TH_1,LWC_TH,W,L3,TH,TH,[GLCLC text removed],道歉,Attracted,DA,,,,,121.0,0.0,Repelled,3.0,Communication
S_A_F_YYQH_JP,YYQH_JP,S,L3,JP,JP,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
S_A_F_LRY_KR,LRY_KR,S,L3,KR,KR,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
W_A_F_RHF_VN_3,RHF_VN,W,L3,VN,VN,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
W_A_M_ABR_UZ_1,ABR_UZ,W,L3,UZ,TK,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
W_A_M_WJL_VE_6,WJL_VE,W,L3,VE,ES,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
W_A_M_JBY_KR_1,JBY_KR,W,L3,KR,KR,[GLCLC text removed],合适,Repelled,EVAL,,,,,40.0,0.0,Repelled,3.0,Attribute
W_A_F_QYX_KR_1,QYX_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,613.0,5.56,Repelled,1.0,Attribute
S_A_M_BL_CL_2,BL_CL,S,L3,CL,ES,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
S_A_F_JJB_KR,JJB_KR,S,L3,KR,KR,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
S_A_F_NSJ_RU,NSJ_RU,S,L3,RU,RU,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_JMT_KR_2,JMT_KR,W,L3,KR,KR,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_XMX_KR_1,XMX_KR,W,L3,KR,KR,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_M_FLS_RU_6,FLS_RU,W,L3,RU,RU,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_HPL_TH_3,HPL_TH,W,L3,TH,TH,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_LXQ_ID_1,LXQ_ID,W,L3,ID,Other,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_SHL_TH,SHL_TH,W,L3,TH,TH,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_HSHU_ID_1,HSHU_ID,W,L3,ID,Other,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_F_SNME_KR_1,SNME_KR,W,L3,KR,KR,[GLCLC text removed],有,Attracted,EVAL,,,,,11370.0,87.12,Attracted,1.0,Functional
W_A_M_WPY_VN_4,WPY_VN,W,L3,VN,VN,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_M_YK_TR_1,YK_TR,W,L3,TR,TK,[GLCLC text removed],没用,Attracted,EVAL,,,,,89.0,1.85,Attracted,1.0,Attribute
W_A_F_TLL_UA_3,TLL_UA,W,L3,UA,Other,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_LJ_RU_3,LJ_RU,W,L3,RU,RU,[GLCLC text removed],简单,Repelled,EVAL,Perspective,Error,Non-dui-construction,Non-dui-construction,2.0,0.0,Repelled,2.0,Attribute
W_A_F_ZSYA_TH_2,ZSYA_TH,W,L3,TH,TH,[GLCLC text removed],重要,Repelled,EVAL,,,,,400.0,9.27,Attracted,2.0,Attribute
W_A_M_WHY_TH_1,WHY_TH,W,L3,TH,TH,[GLCLC text removed],重要,Repelled,EVAL,,,,,400.0,9.27,Attracted,2.0,Attribute
W_A_F_LHL_ID_3,LHL_ID,W,L3,ID,Other,[GLCLC text removed],一无所知,Attracted,MS,,,,,259.0,0.0,Repelled,6.0,Psych
S_A_F_LHL_ID,LHL_ID,S,L3,ID,Other,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
S_A_F_CAMLG_TH_1,CAMLG_TH,S,L3,TH,TH,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
W_A_M_PWL_AU_2,PWL_AU,W,L3,AU,EN,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
W_A_F_KELA_PE_2,KELA_PE,W,L3,PE,ES,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
W_A_M_ZHX_VE_10,ZHX_VE,W,L3,VE,ES,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
W_A_F_JBLU_KR_3,JBLU_KR,W,L3,KR,KR,[GLCLC text removed],了解,Attracted,MS,,,,,1829.0,12.98,Attracted,2.0,Psych
W_A_F_CQH_VN_6,CQH_VN,W,L3,VN,VN,[GLCLC text removed],产生,Attracted,EVAL,,,,,3919.0,9.27,Attracted,4.0,Functional
W_A_F_YENY_KZ_5,YENY_KZ,W,L3,KZ,TK,[GLCLC text removed],产生,Attracted,EVAL,,,,,3919.0,9.27,Attracted,4.0,Functional
W_A_M_JXX_KR,JXX_KR,W,L3,KR,KR,[GLCLC text removed],产生,Attracted,EVAL,,,,,3919.0,9.27,Attracted,4.0,Functional
W_A_F_DFH_TH_5,DFH_TH,W,L3,TH,TH,[GLCLC text removed],产生,Attracted,MS,,,,,3678.0,20.39,Attracted,4.0,Psych
W_A_F_ANA_RU,ANA_RU,W,L3,RU,RU,[GLCLC text removed],充满,Attracted,MS,,,,,2539.0,7.41,Attracted,4.0,Functional
W_A_M_TMEW_UZ_6,TMEW_UZ,W,L3,UZ,TK,[GLCLC text removed],充满,Attracted,MS,,,,,2539.0,7.41,Attracted,4.0,Functional
W_A_M_ALFA_YE_1,ALFA_YE,W,L3,YE,AR,[GLCLC text removed],充满,Attracted,MS,,,,,2539.0,7.41,Attracted,4.0,Functional
W_A_F_YLN_RU_5,YLN_RU,W,L3,RU,RU,[GLCLC text removed],失去,Attracted,MS,,,,,906.0,3.71,Attracted,4.0,Functional
S_A_F_JZHX_KR_1,JZHX_KR,S,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_F_AYD_KG,AYD_KG,S,L3,KG,TK,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_F_DJM_KR,DJM_KR,S,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_M_BL_CL_2,BL_CL,S,L3,CL,ES,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_M_DL_TG_5,DL_TG,S,L3,TG,EN,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_M_NE_KZ,NE_KZ,S,L3,KZ,TK,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_F_DFH_TH_2,DFH_TH,S,L3,TH,TH,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_F_HTYJ_JP,HTYJ_JP,S,L3,JP,JP,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_F_XLNS_JP,XLNS_JP,S,L3,JP,JP,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_M_GQ_TJ,GQ_TJ,S,L3,TJ,Other,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
S_A_M_GQ_TJ,GQ_TJ,S,L3,TJ,Other,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_F_QSQ_KR,QSQ_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_F_QSQ_KR,QSQ_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_F_JZHX_KR_1,JZHX_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_F_ZYJA_TH_1,ZYJA_TH,W,L3,TH,TH,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_M_JCXI_KR,JCXI_KR,W,L3,KR,KR,[GLCLC text removed],好,Repelled,EVAL,,,,,60.0,0.0,Repelled,1.0,Attribute
W_A_F_LQQ_TH_3,LQQ_TH,W,L3,TH,TH,[GLCLC text removed],是,Attracted,EVAL,,,,,4128.0,18.54,Repelled,1.0,Functional
W_A_F_DLY_RU_1,DLY_RU,W,L3,RU,RU,[GLCLC text removed],存在,Attracted,MS,,,,,314.0,0.0,Repelled,4.0,Functional
W_A_F_HPL_TH_3,HPL_TH,W,L3,TH,TH,[GLCLC text removed],实行,Attracted,SI,,,,,3481.0,0.0,,5.0,Functional
S_A_F_QJY_KR,QJY_KR,S,L3,KR,KR,[GLCLC text removed],容易,Repelled,EVAL,,,,,9.0,0.0,,2.0,Attribute
S_A_M_HH_SD_3,HH_SD,S,L3,SD,AR,[GLCLC text removed],影响,Attracted,EVAL,,,,,733.0,11.12,Attracted,2.0,Functional
W_A_M_LWP_TH_3,LWP_TH,W,L3,TH,TH,[GLCLC text removed],影响,Attracted,EVAL,,,,,733.0,11.12,Attracted,2.0,Functional
W_A_M_LK_FR_4,LK_FR,W,L3,FR,FR,[GLCLC text removed],影响,Attracted,EVAL,,,,,733.0,11.12,Attracted,2.0,Functional
W_A_M_ZCY_KR_2,ZCY_KR,W,L3,KR,KR,[GLCLC text removed],影响,Attracted,EVAL,,,,,733.0,11.12,Attracted,2.0,Functional
W_A_M_ZCY_KR_2,ZCY_KR,W,L3,KR,KR,[GLCLC text removed],亲切,Attracted,DISP,,,,,42.0,1.85,Attracted,2.0,Manner
