Code,ID,Mode,Level,Nationality,L1,Concordance Line,Verb,Functions,Error,Error-Type-New
W_I_M_SMER_KZ_15,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],熟悉,MS,,
W_I_M_ZJX_VE_4,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],熟悉,MS,,
W_I_F_PRL_KR_3,PRL_KR,W,L2,KR,KR,[GLCLC text removed],熟悉,MS,,
W_I_F_QFM_KR_8,QFM_KR,W,L2,KR,KR,[GLCLC text removed],特别,EVAL,,
W_I_F_QFM_KR_8,QFM_KR,W,L2,KR,KR,[GLCLC text removed],特别,EVAL,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],不理,DISP,,
S_I_M_AMT_TJ,AMT_TJ,S,L2,TJ,Other,[GLCLC text removed],理解,MS,,
S_I_M_LMA_PT,LMA_PT,S,L2,PT,PT,[GLCLC text removed],理解,MS,,
W_I_M_SZB_KR,SZB_KR,W,L2,KR,KR,[GLCLC text removed],理解,MS,,
W_I_F_YLLY_RU_1,YLLY_RU,W,L2,RU,RU,[GLCLC text removed],留意,MS,,
W_I_F_ZTT_TH_3,ZTT_TH,W,L2,TH,TH,[GLCLC text removed],知道,MS,,
W_I_F_JZP_CN_1,JZP_CN,W,L2,CN,Other,[GLCLC text removed],笑,DA,,
W_I_F_JZP_CN_2,JZP_CN,W,L2,CN,Other,[GLCLC text removed],笑,DA,,
W_I_F_KELA_PE_3,KELA_PE,W,L2,PE,ES,[GLCLC text removed],耐心,DISP,,
S_I_F_PRL_KR_2,PRL_KR,S,L2,KR,KR,[GLCLC text removed],表白,DA,,
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],表示,DA,,
W_I_F_LQQ_TH_1,LQQ_TH,W,L2,TH,TH,[GLCLC text removed],表示,DA,,
W_I_F_JHXI_KR_2,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],要求,DA,,
W_I_F_KLSDN_RU,KLSDN_RU,W,L2,RU,RU,[GLCLC text removed],严格,DISP,,
S_I_F_AMI_GN_5,AMI_GN,S,L2,GN,EN,[GLCLC text removed],说,DA,,
S_I_F_AMI_GN_5,AMI_GN,S,L2,GN,EN,[GLCLC text removed],说,DA,,
S_I_F_ASHA_CG_4,ASHA_CG,S,L2,CG,FR,[GLCLC text removed],说,DA,,
S_I_F_ASHA_CG_4,ASHA_CG,S,L2,CG,FR,[GLCLC text removed],说,DA,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,DA,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,DA,,
S_I_F_FLS_GQ,FLS_GQ,S,L2,GQ,ES,[GLCLC text removed],说,DA,,
S_I_F_KLDY_CO_3,KLDY_CO,S,L2,CO,ES,[GLCLC text removed],说,DA,,
S_I_F_KLDY_CO_3,KLDY_CO,S,L2,CO,ES,[GLCLC text removed],说,DA,,
S_I_F_LCL_KR_3,LCL_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZA_KR,LZA_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZM_KR,LZM_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LZM_KR,LZM_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_NLSA_KG_1,NLSA_KG,S,L2,KG,TK,[GLCLC text removed],说,DA,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,DA,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,DA,,
S_I_F_PML_CG_2,PML_CG,S,L2,CG,FR,[GLCLC text removed],说,DA,,
S_I_F_PSY_KR,PSY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_M_AILAN_PK_3,AILAN_PK,S,L2,PK,Other,[GLCLC text removed],说,DA,,
S_I_M_AMU_YE,AMU_YE,S,L2,YE,AR,[GLCLC text removed],说,DA,,
S_I_M_GQQG_JP_2,GQQG_JP,S,L2,JP,JP,[GLCLC text removed],说,DA,,
S_I_M_GQQG_JP_2,GQQG_JP,S,L2,JP,JP,[GLCLC text removed],说,DA,,
S_I_M_HRZ_MG,HRZ_MG,S,L2,MG,Other,[GLCLC text removed],说,DA,,
S_I_M_HRZ_MG,HRZ_MG,S,L2,MG,Other,[GLCLC text removed],说,DA,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,DA,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,DA,,
S_I_M_KD_EG_3,KD_EG,S,L2,EG,AR,[GLCLC text removed],说,DA,,
S_I_M_XLH_TJ,XLH_TJ,S,L2,TJ,Other,[GLCLC text removed],说,DA,,
S_I_M_XR_JP,XR_JP,S,L2,JP,JP,[GLCLC text removed],说,EVAL,,
S_I_F_AHY_KR_3,AHY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_AHY_KR_3,AHY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_DLYH_RU_3,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_DLYH_RU_3,DLYH_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_JHXI_KR_4,JHXI_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LXB_KR_3,LXB_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_LXB_KR_3,LXB_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_NSJP_RU_3,NSJP_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_QZY_KR_4,QZY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_QZY_KR_4,QZY_KR,S,L2,KR,KR,[GLCLC text removed],说,DA,,
S_I_F_SF_RU_6,SF_RU,S,L2,RU,RU,[GLCLC text removed],说,EVAL,,
S_I_F_SF_RU_6,SF_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,DA,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,DA,,
S_I_F_TSI_ET_5,TSI_ET,S,L2,ET,Other,[GLCLC text removed],说,DA,,
S_I_F_XYY_TH_4,XYY_TH,S,L2,TH,TH,[GLCLC text removed],说,DA,,
S_I_F_XYY_TH_4,XYY_TH,S,L2,TH,TH,[GLCLC text removed],说,DA,,
S_I_F_ZLYE_RU_3,ZLYE_RU,S,L2,RU,RU,[GLCLC text removed],说,DA,,
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,DA,,
S_I_M_WYMU_SD_3,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,DA,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,DA,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,DA,,
S_I_M_WYMU_SD_4,WYMU_SD,S,L2,SD,AR,[GLCLC text removed],说,DA,,
W_I_F_YYQH_JP_1,YYQH_JP,W,L2,JP,JP,[GLCLC text removed],说,DA,,
W_I_M_ZHX_VE,ZHX_VE,W,L2,VE,ES,[GLCLC text removed],说,EVAL,,
W_I_F_ALI_EE,ALI_EE,W,L2,EE,Other,[GLCLC text removed],说,DA,,
W_I_F_JZUE_KR_1,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,EVAL,,
W_I_F_JEL_KR_4,JEL_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_KYC_RU_2,KYC_RU,W,L2,RU,RU,[GLCLC text removed],说,DA,,
W_I_F_LWEN_TH_2,LWEN_TH,W,L2,TH,TH,[GLCLC text removed],说,EVAL,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_SHZ_KR_2,SHZ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_M_ZJX_VE_3,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_F_AHY_KR_1,AHY_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_AHY_KR_1,AHY_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_AMI_GN_5,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_F_JHXI_KR_3,JHXI_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_SF_RU_5,SF_RU,W,L2,RU,RU,[GLCLC text removed],说,DA,,
W_I_F_ZJJ_KR,ZJJ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_PZH_KR,PZH_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_YTHZ_JP,YTHZ_JP,W,L2,JP,JP,[GLCLC text removed],说,DA,,
W_I_F_CHL_TH_3,CHL_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_ZSM_KR_3,ZSM_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_NE_KZ_1,NE_KZ,W,L2,KZ,TK,[GLCLC text removed],说,EVAL,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_F_AMI_GN_3,AMI_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_F_HRC_DE,HRC_DE,W,L2,DE,Other,[GLCLC text removed],说,DA,,
W_I_M_LZL_ES,LZL_ES,W,L2,ES,ES,[GLCLC text removed],说,DA,,
W_I_M_MZ_GN,MZ_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_F_JML_KR_1,JML_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JXZ_KR_1,JXZ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LXJ_KR_1,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_PZP_KR_1,PZP_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_QJZU_KR_1,QJZU_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_WML_KR_1,WML_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JYS_KR,JYS_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JYS_KR,JYS_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_ZML_TH_1,ZML_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_M_LWC_TH_1,LWC_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_JDYI_KR_2,JDYI_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LNA_KZ_2,LNA_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_F_MELA_TJ,MELA_TJ,W,L2,TJ,Other,[GLCLC text removed],说,DA,,
W_I_F_PML_CG_3,PML_CG,W,L2,CG,FR,[GLCLC text removed],说,DA,,
W_I_F_RXBHZ_JP,RXBHZ_JP,W,L2,JP,JP,[GLCLC text removed],说,DA,,
W_I_M_CYD_TH,CYD_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_M_LCY_TH_1,LCY_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_JZUE_KR_5,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_JZP_CN_1,JZP_CN,W,L2,CN,Other,[GLCLC text removed],说,DA,,
W_I_F_LHYI_VN_11,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],说,DA,,
W_I_F_JZXIU_KR_7,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LWL_ID_4,LWL_ID,W,L2,ID,Other,[GLCLC text removed],说,DA,,
W_I_F_LZYA_KR_10,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_QBYZ_JP_1,QBYZ_JP,W,L2,JP,JP,[GLCLC text removed],说,DA,,
W_I_F_YR_ES_4,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,DA,,
W_I_M_ABL_UZ_1,ABL_UZ,W,L2,UZ,TK,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_5,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_4,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,EVAL,,
W_I_F_LZLA_CD_4,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_QYX_KR_5,QYX_KR,W,L2,KR,KR,[GLCLC text removed],说,EVAL,,
W_I_M_BALID_GN_7,BALID_GN,W,L2,GN,EN,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_8,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_F_BYL_BR_7,BYL_BR,W,L2,BR,PT,[GLCLC text removed],说,DA,,
W_I_M_BAOLUO_CL_,BAOLUO_CL,W,L2,CL,ES,[GLCLC text removed],说,DA,,
W_I_F_JZUE_KR_2,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_6,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_6,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_JZXIU_KR_1,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LHYI_VN_15,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],说,DA,,
W_I_F_SSXI_KR_9,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_PZY_KR_3,PZY_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_MRN_BR_9,MRN_BR,W,L2,BR,PT,[GLCLC text removed],说,DA,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,DA,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,EVAL,,
W_I_F_WUYM_CR_13,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,DA,,
W_I_M_HSE_PK_10,HSE_PK,W,L2,PK,Other,[GLCLC text removed],说,DA,,
W_I_F_XAW_ML_3,XAW_ML,W,L2,ML,FR,[GLCLC text removed],说,DA,,
W_I_F_JZXIU_KR_9,JZXIU_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_LWC_TH_8,LWC_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_PML_CG_1,PML_CG,W,L2,CG,FR,[GLCLC text removed],说,EVAL,,
W_I_F_DFH_TH_2,DFH_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_8,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_F_LZLA_CD_9,LZLA_CD,W,L2,CD,FR,[GLCLC text removed],说,DA,,
W_I_M_LMN_TH_16,LMN_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_3,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_3,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_F_SSXI_KR_7,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_WUYM_CR_8,WUYM_CR,W,L2,CR,ES,[GLCLC text removed],说,DA,,
W_I_F_YR_ES_7,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,DA,,
W_I_F_YR_ES_7,YR_ES,W,L2,ES,ES,[GLCLC text removed],说,DA,,
W_I_M_ZJX_VE_4,ZJX_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_F_JZUE_KR_6,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_MWH_VE_5,MWH_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_M_SMER_KZ_11,SMER_KZ,W,L2,KZ,TK,[GLCLC text removed],说,DA,,
W_I_F_AMEI_MU_3,AMEI_MU,W,L2,MU,Other,[GLCLC text removed],说,DA,,
W_I_F_AMEI_MU_3,AMEI_MU,W,L2,MU,Other,[GLCLC text removed],说,DA,,
W_I_F_JZUE_KR_8,JZUE_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_M_MWH_VE_2,MWH_VE,W,L2,VE,ES,[GLCLC text removed],说,DA,,
W_I_F_LZYA_KR_3,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_LZYA_KR_3,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],说,EVAL,,
W_I_F_DFH_TH_9,DFH_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_YY_TH_2,YY_TH,W,L2,TH,TH,[GLCLC text removed],说,DA,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],说,DA,,
W_I_F_XYY_TH_2,XYY_TH,W,L2,TH,TH,[GLCLC text removed],起,EVAL,,
S_I_M_ABM_CM,ABM_CM,S,L2,CM,EN,[GLCLC text removed],这样,DISP,,
W_I_F_LHYI_VN_1,LHYI_VN,W,L2,VN,VN,[GLCLC text removed],适应,MS,,
W_I_F_SSXI_KR_1,SSXI_KR,W,L2,KR,KR,[GLCLC text removed],适应,MS,,
W_I_M_ZCS_TH,ZCS_TH,W,L2,TH,TH,[GLCLC text removed],造成,EVAL,,
W_I_F_SHSA_KR,SHSA_KR,W,L2,KR,KR,[GLCLC text removed],道歉,DA,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],道歉,DA,,
W_I_F_CXYA_KR_3,CXYA_KR,W,L2,KR,KR,[GLCLC text removed],道歉,DA,,
W_I_F_QYX_KR_1,QYX_KR,W,L2,KR,KR,[GLCLC text removed],道歉,DA,,
W_I_F_WHY_TH,WHY_TH,W,L2,TH,TH,[GLCLC text removed],那样,DISP,,
W_I_F_LQQ_TH_3,LQQ_TH,W,L2,TH,TH,[GLCLC text removed],重视,MS,,
S_I_F_AMEI_MU_3,AMEI_MU,S,L2,MU,Other,[GLCLC text removed],重要,EVAL,,
S_I_F_CLY_KR,CLY_KR,S,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
S_I_F_LXHU_KR_3,LXHU_KR,S,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
S_I_M_HJ_RU_2,HJ_RU,S,L2,RU,RU,[GLCLC text removed],重要,EVAL,,
W_I_F_YZX_KR_1,YZX_KR,W,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
W_I_F_GKA_TH_2,GKA_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_M_GQQG_JP_1,GQQG_JP,W,L2,JP,JP,[GLCLC text removed],重要,EVAL,,
W_I_M_MHMAD_TJ_3,MHMAD_TJ,W,L2,TJ,Other,[GLCLC text removed],重要,EVAL,,
W_I_F_CXZ_TH,CXZ_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_SF_RU_3,SF_RU,W,L2,RU,RU,[GLCLC text removed],重要,EVAL,,
W_I_F_LXJ_KR_1,LXJ_KR,W,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
W_I_M_AJ_KZ_1,AJ_KZ,W,L2,KZ,TK,[GLCLC text removed],重要,EVAL,,
W_I_F_LZYA_KR_7,LZYA_KR,W,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
W_I_F_DFH_TH_2,DFH_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_DFH_TH_2,DFH_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_DFH_TH_2,DFH_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_LQQ_TH_8,LQQ_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_ZSYI_TH_7,ZSYI_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_ZSYI_TH_7,ZSYI_TH,W,L2,TH,TH,[GLCLC text removed],重要,EVAL,,
W_I_F_YR_ES_14,YR_ES,W,L2,ES,ES,[GLCLC text removed],重要,EVAL,,
W_I_M_ZYG_VE_7,ZYG_VE,W,L2,VE,ES,[GLCLC text removed],重要,EVAL,,
W_I_F_JZIE_KR_2,JZIE_KR,W,L2,KR,KR,[GLCLC text removed],重要,EVAL,,
W_I_F_JXJ_KR_3,JXJ_KR,W,L2,KR,KR,[GLCLC text removed],好,DISP,,
W_I_F_CZJ_KR_2,CZJ_KR,W,L2,KR,KR,[GLCLC text removed],没大没小,DISP,,
W_A_F_YLN_RU_6,YLN_RU,W,L3,RU,RU,[GLCLC text removed],严格,SI,,
S_A_F_CAMLG_TH_1,CAMLG_TH,S,L3,TH,TH,[GLCLC text removed],习惯,MS,,
W_A_M_ZCY_KR_2,ZCY_KR,W,L3,KR,KR,[GLCLC text removed],亲切,DISP,,
W_A_F_JMZJ_KR,JMZJ_KR,W,L3,KR,KR,[GLCLC text removed],介绍,SI,,
W_A_F_DFH_TH_5,DFH_TH,W,L3,TH,TH,[GLCLC text removed],付出,DA,,
S_A_M_DBL_BF_4,DBL_BF,S,L3,BF,FR,[GLCLC text removed],佩服,MS,,
W_A_F_ALX_KZ_7,ALX_KZ,W,L3,KZ,TK,[GLCLC text removed],做,DA,,
W_A_F_HPL_TH_3,HPL_TH,W,L3,TH,TH,[GLCLC text removed],停止,SI,,
W_A_F_ZXLI_TH_3,ZXLI_TH,W,L3,TH,TH,[GLCLC text removed],停止,SI,,
W_A_M_YWD_VE_1,YWD_VE,W,L3,VE,ES,[GLCLC text removed],停止,SI,,
S_A_M_MHJY_JP_2,MHJY_JP,S,L3,JP,JP,[GLCLC text removed],兴致勃勃,MS,,
W_A_F_JYS_KR_1,JYS_KR,W,L3,KR,KR,[GLCLC text removed],冷酷,DISP,,
W_A_F_ZYJA_TH_3,ZYJA_TH,W,L3,TH,TH,[GLCLC text removed],凶,DISP,,
W_A_F_MQH_VN_5,MQH_VN,W,L3,VN,VN,[GLCLC text removed],加深,ABT,,
W_A_M_FZLD_UZ_1,FZLD_UZ,W,L3,UZ,TK,[GLCLC text removed],又恨又爱,MS,,
S_A_F_AM_GN_3,AM_GN,S,L3,GN,EN,[GLCLC text removed],友好,DISP,,
S_A_F_AM_GN_3,AM_GN,S,L3,GN,EN,[GLCLC text removed],友好,DISP,,
W_A_M_CL_TR,CL_TR,W,L3,TR,TK,[GLCLC text removed],友好,DISP,,
W_A_M_ZCY_KR_2,ZCY_KR,W,L3,KR,KR,[GLCLC text removed],和蔼,DISP,,
W_A_F_HYW_TH_1,HYW_TH,W,L3,TH,TH,[GLCLC text removed],哭,DA,,
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],失望,MS,,
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],感到,MS,,
W_A_F_JJB_KR_2,JJB_KR,W,L3,KR,KR,[GLCLC text removed],失望,MS,,
W_A_F_CQH_VN_7,CQH_VN,W,L3,VN,VN,[GLCLC text removed],失望,MS,,
S_A_F_AM_GN_3,AM_GN,S,L3,GN,EN,[GLCLC text removed],好,DISP,,
S_A_F_AM_GN_3,AM_GN,S,L3,GN,EN,[GLCLC text removed],好,DISP,,
S_A_F_AM_GN_3,AM_GN,S,L3,GN,EN,[GLCLC text removed],好,DISP,,
S_A_F_DJM_KR,DJM_KR,S,L3,KR,KR,[GLCLC text removed],好,DISP,,
S_A_F_GB_MX,GB_MX,S,L3,MX,ES,[GLCLC text removed],好,DISP,,
S_A_F_GB_MX,GB_MX,S,L3,MX,ES,[GLCLC text removed],好,DISP,,
S_A_F_GB_MX,GB_MX,S,L3,MX,ES,[GLCLC text removed],好,DISP,,
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],好,DISP,,
S_A_F_GSJ_TH,GSJ_TH,S,L3,TH,TH,[GLCLC text removed],好,DISP,,
S_A_F_LZG_KR,LZG_KR,S,L3,KR,KR,[GLCLC text removed],好,DISP,,
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],好,DISP,,
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],好,DISP,,
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],好,DISP,,
S_A_F_MQH_VN,MQH_VN,S,L3,VN,VN,[GLCLC text removed],好,DISP,,
S_A_F_ZQC_MX,ZQC_MX,S,L3,MX,ES,[GLCLC text removed],好,DISP,,
S_A_F_ZSY_TH_3,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],好,DISP,,
S_A_F_ZSY_TH_3,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],好,DISP,,
S_A_F_ZSY_TH_3,ZSY_TH,S,L3,TH,TH,[GLCLC text removed],好,DISP,,
S_A_M_AM_AZ,AM_AZ,S,L3,AZ,TK,[GLCLC text removed],好,DISP,,
S_A_M_HSMH_JP,HSMH_JP,S,L3,JP,JP,[GLCLC text removed],好,DISP,,
S_A_M_ZCY_KR_3,ZCY_KR,S,L3,KR,KR,[GLCLC text removed],好,DISP,,
S_A_M_DBL_BF_3,DBL_BF,S,L3,BF,FR,[GLCLC text removed],好,DISP,,
S_A_F_AM_GN_1,AM_GN,S,L3,GN,EN,[GLCLC text removed],好,DISP,,
